3552723683.020	-0.002	0.009	15.883	1.583	25.146
3552723684.019	-0.003	0.009	15.884	1.582	25.122
3552723685.019	-0.002	0.009	15.884	1.579	25.085
3552723686.020	-0.002	0.009	15.883	1.581	25.114
3552723687.019	-0.003	0.010	15.883	1.584	25.151
3552723688.020	-0.002	0.009	15.883	1.583	25.136
3552723689.020	-0.003	0.010	15.884	1.579	25.079
3552723690.019	-0.003	0.010	15.875	1.533	24.336
3552723691.020	-0.002	0.009	15.876	1.538	24.411
3552723692.020	-0.002	0.009	15.875	1.537	24.405
3552723693.020	-0.002	0.009	15.876	1.539	24.437
3552723694.021	-0.002	0.009	15.876	1.534	24.349
3552723695.020	-0.002	0.009	15.876	1.537	24.404
3552723696.019	-0.002	0.009	15.875	1.535	24.363
3552723697.019	-0.002	0.009	15.876	1.538	24.419
3552723698.019	-0.002	0.009	15.876	1.537	24.404
3552723699.018	-0.002	0.009	15.876	1.535	24.362
3552723700.018	-0.002	0.009	15.876	1.539	24.426
3552723701.018	-0.002	0.009	15.875	1.537	24.395
3552723702.020	-0.002	0.009	15.876	1.541	24.463
3552723703.020	-0.002	0.009	15.876	1.535	24.369
3552723704.019	-0.002	0.009	15.877	1.536	24.387
3552723705.020	-0.002	0.009	15.875	1.534	24.358
3552723706.021	-0.002	0.009	15.875	1.538	24.415
3552723707.020	-0.003	0.010	15.876	1.540	24.442
